"unit_id","type","area","status","price","location","floor_number","transaction_id","customer_id","portfolio_id","monthly_rent"
"331","Apartment","338.35","Reserved","2133779.17","Gallegosburgh","30","4143.0","2185.0","25.0",""
"332","Commercial","54.98","Sold","1287154.25","Johntown","5","","","185.0","57093.47"
"333","Commercial","260.32","Reserved","1683286.29","Flynnville","11","2166.0","1356.0","282.0","66158.43"
"334","Commercial","190.35","Under Construction","2129238.26","Amberhaven","7","6340.0","1889.0","15.0",""
"335","Commercial","102.61","Under Construction","713670.83","Steventown","27","","","87.0","7294.27"
"336","Studio","186.24","Sold","980778.38","Heatherburgh","30","","","13.0","65200.57"
"337","Studio","306.05","Sold","1119970.27","East Jillborough","29","3633.0","2320.0","317.0",""
"338","Commercial","305.63","Under Construction","179319.21","Sethside","14","","","119.0","17700.64"
"339","Villa","295.18","Available","1621348.71","Lake Samanthatown","24","","","","62834.23"
"340","Villa","202.24","Reserved","1820257.54","West Micheleland","17","","","310.0","55982.51"
"341","Apartment","434.81","Sold","577069.05","Sandraview","9","","","182.0",""
"342","Apartment","263.95","Under Construction","1524322.88","West Michael","27","","","273.0",""
"343","Studio","449.44","Under Construction","542901.15","East Connieton","29","559.0","4838.0","350.0","43764.57"
"344","Studio","178.67","Available","1338437.77","Chavezside","28","","","",""
"345","Villa","131.33","Sold","166650.33","Lake Terri","25","","","74.0",""
"346","Villa","272.61","Available","872843.07","Farrellmouth","17","","","71.0",""
"347","Commercial","110.51","Reserved","843642.14","North Jamesstad","9","","","30.0","7745.3"
"348","Villa","429.43","Under Construction","1473812.39","East Bernard","15","4553.0","7216.0","369.0",""
"349","Commercial","373.13","Under Construction","1086639.58","Lake Carolfort","16","","","392.0",""
"350","Villa","409.88","Under Construction","1234129.64","East Samuelfurt","7","","","298.0","47619.84"
"351","Villa","239.09","Available","1846531.82","New Ryanstad","0","6390.0","6746.0","113.0","47065.86"
"352","Apartment","147.71","Reserved","406571.85","Dianeshire","1","3645.0","1496.0","69.0",""
"353","Apartment","286.54","Under Construction","1248490.91","Stuartburgh","27","2070.0","4924.0","156.0",""
"354","Commercial","74.83","Reserved","1019262.79","South Donna","1","6722.0","6538.0","126.0","43123.01"
"355","Apartment","378.16","Available","236447.59","Holtchester","6","1649.0","7975.0","34.0","30485.65"
"356","Commercial","376.4","Reserved","1638638.63","Colemanmouth","16","","","286.0",""
"357","Commercial","155.33","Under Construction","2121071.05","East Bethmouth","14","3708.0","1133.0","274.0",""
"358","Apartment","239.72","Sold","1270962.13","Port Robin","18","1677.0","5786.0","184.0",""
"359","Villa","440.28","Under Construction","2370435.43","Heatherbury","8","","","202.0",""
"360","Commercial","183.79","Available","394418.87","Katelynshire","27","","","295.0","28750.67"
"361","Studio","47.65","Reserved","100881.32","Michellefort","7","2929.0","2652.0","80.0","34059.68"
"362","Apartment","425.52","Under Construction","2184825.49","Nathanielfort","26","5393.0","2616.0","271.0","42869.66"
"363","Studio","269.57","Available","64537.07","New Jessica","25","","","350.0",""
"364","Commercial","124.43","Under Construction","110696.61","West Davidton","19","","","182.0",""
"365","Commercial","348.13","Sold","406832.2","Lake Dana","13","","","",""
"366","Apartment","395.65","Sold","1626144.57","Biancahaven","11","","","42.0",""
"367","Studio","130.21","Sold","436414.78","South Justin","10","","","190.0","51699.48"
"368","Commercial","408.85","Sold","1809982.54","Cartermouth","2","4644.0","2117.0","203.0","30489.55"
"369","Commercial","278.76","Sold","811366.15","Jessicamouth","6","","","307.0","79935.37"
"370","Studio","345.77","Sold","1555235.02","Jasontown","14","","","45.0",""
"371","Villa","210.65","Available","1564473.11","West Jackson","0","268.0","5649.0","138.0","29962.82"
"372","Commercial","46.98","Sold","1017966.88","Davishaven","0","","","",""
"373","Studio","421.15","Available","1584437.68","West Cassandra","30","","","352.0",""
"374","Villa","69.84","Reserved","2218234.35","Danielsport","14","1246.0","409.0","","24434.49"
"375","Apartment","136.16","Reserved","777872.87","Port Daniel","2","","","106.0",""
"376","Studio","274.54","Reserved","1384485.83","New Tiffany","17","4203.0","7997.0","324.0",""
"377","Commercial","238.94","Available","1807965.32","North Tanner","2","","","252.0",""
"378","Apartment","166.36","Sold","1966058.08","Fernandezville","3","","","46.0",""
"379","Apartment","107.76","Available","1967420.93","Danielside","29","","","305.0",""
"380","Studio","310.48","Under Construction","1723860.36","South Rachelton","24","","","98.0","40598.06"
"381","Apartment","311.81","Sold","245502.76","Gomezberg","18","","","279.0",""
"382","Studio","388.39","Sold","186090.72","Morganmouth","9","","","",""
"383","Commercial","96.73","Available","1463134.79","Anthonytown","19","2333.0","1265.0","204.0","60195.27"
"384","Studio","66.64","Sold","2305873.79","Lake Rachel","6","","","261.0",""
"385","Apartment","439.05","Available","1534577.92","Melvinfort","12","411.0","5484.0","23.0",""
"386","Apartment","234.72","Sold","1866417.68","West Trevor","19","","","","28955.16"
"387","Commercial","239.7","Sold","2294570.02","West Roger","6","433.0","594.0","","76629.81"
"388","Commercial","419.73","Sold","692997.76","West Karen","0","","","",""
"389","Commercial","131.47","Available","779278.04","Lake Debraport","27","2383.0","6253.0","249.0",""
"390","Studio","218.14","Reserved","819710.16","Port Oliviamouth","6","","","390.0","32440.17"
"391","Commercial","292.56","Reserved","1918187.91","Crawfordfurt","12","","","58.0","59902.42"
"392","Studio","372.99","Reserved","128851.79","Lake Samanthaport","24","","","13.0",""
"393","Commercial","54.81","Sold","1983988.25","Jennifershire","3","","","245.0","44513.99"
"394","Apartment","274.93","Under Construction","178837.81","Russellburgh","29","","","105.0","23403.85"
"395","Studio","299.92","Available","2154995.63","Harrisstad","30","","","265.0","73690.74"
"396","Commercial","242.67","Sold","1386411.87","South Bradleyshire","7","6356.0","7874.0","178.0",""
"397","Commercial","380.72","Sold","1367180.27","Lake Dianafort","8","","","101.0",""
"398","Villa","249.5","Under Construction","2267455.89","Webbfurt","6","","","391.0",""
"399","Villa","362.82","Reserved","2277227.69","Turnerfort","25","","","",""
"400","Villa","125.57","Under Construction","1334719.94","New Matthew","22","","","168.0","68027.88"
"401","Apartment","81.13","Under Construction","1996922.28","Andersonfort","13","","","136.0",""
"402","Apartment","110.93","Under Construction","2029890.95","Gibsonfort","10","","","382.0","50512.07"
"403","Villa","115.19","Reserved","1209717.74","Josebury","8","","","79.0",""
"404","Apartment","317.99","Under Construction","1602939.61","Alexview","13","","","86.0","36470.79"
"405","Villa","408.24","Under Construction","1322195.37","Williamstown","7","1971.0","2664.0","217.0","42445.91"
"406","Commercial","60.83","Under Construction","2309194.96","Barbarafort","2","","","",""
"407","Studio","108.5","Reserved","1344444.5","Marymouth","26","","","209.0",""
"408","Commercial","368.48","Available","577860.53","Taylorview","24","","","148.0",""
"409","Commercial","253.86","Available","639678.03","Port Jessicaburgh","30","4533.0","6722.0","42.0","61736.82"
"410","Villa","269.2","Reserved","2147140.86","West Natalieview","16","","","","71986.41"
"411","Villa","304.22","Available","1827208.55","West Samanthamouth","29","","","328.0",""
"412","Studio","262.93","Under Construction","991850.4","South Brian","29","","","",""
"413","Villa","303.97","Under Construction","2275307.13","Maxwellport","16","","","118.0",""
"414","Apartment","207.92","Reserved","820304.56","Huertaborough","26","","","320.0",""
"415","Apartment","196.2","Under Construction","1116724.19","West Tracy","29","1763.0","4855.0","230.0",""
"416","Villa","65.53","Available","1271182.51","Mercerburgh","15","2211.0","5943.0","188.0","41567.88"
"417","Apartment","279.2","Sold","938909.07","New Kylemouth","17","3826.0","5764.0","14.0",""
"418","Apartment","289.44","Reserved","2201629.96","Seanbury","7","","","179.0",""
"419","Commercial","431.52","Sold","1479849.93","Lake Stuartview","0","","","81.0",""
"420","Studio","52.68","Available","2424628.19","North Maria","1","","","298.0",""
"421","Villa","327.93","Under Construction","873110.94","Wilkinsonborough","17","","","372.0","15183.99"
"422","Commercial","94.52","Available","460973.8","West Tonya","1","","","125.0",""
"423","Apartment","53.91","Under Construction","2260277.76","Adamsport","20","2948.0","1317.0","199.0",""
"424","Studio","259.42","Reserved","1764900.56","Holmesburgh","0","","","185.0",""
"425","Villa","378.67","Reserved","1989275.47","Luisfurt","20","","","324.0",""
"426","Apartment","401.28","Available","2419773.83","Hessborough","9","","","247.0",""
"427","Villa","217.21","Reserved","2378321.89","Lisabury","1","","","363.0",""
"428","Studio","335.17","Sold","223137.07","Bradleyfort","28","","","205.0",""
"429","Apartment","317.94","Reserved","1732455.82","Cranetown","19","","","163.0","72845.4"
"430","Commercial","189.77","Under Construction","1483033.18","Noahfort","15","","","220.0","4926.25"
"431","Apartment","172.81","Sold","202497.13","West Paulshire","1","","","124.0",""
"432","Studio","251.58","Available","2052746.74","Port Johnathanmouth","0","","","","19689.64"
"433","Commercial","253.89","Sold","549821.16","South Willieburgh","2","","","307.0",""
"434","Apartment","85.09","Under Construction","1301942.14","Ninatown","11","4354.0","7812.0","","10015.3"
"435","Villa","278.75","Sold","126776.78","Lake Yvetteside","19","2058.0","3400.0","74.0",""
"436","Villa","79.29","Reserved","1397493.84","Robbinstown","0","","","151.0","48946.96"
"437","Studio","47.03","Sold","1454773.13","West Elizabeth","30","2505.0","6669.0","87.0",""
"438","Studio","382.98","Available","1819674.63","Sherylburgh","19","","","171.0","13970.07"
"439","Apartment","280.88","Sold","1697018.63","Paultown","29","","","199.0",""
"440","Apartment","50.45","Reserved","2145601.79","Alyssastad","3","1656.0","4392.0","14.0","72876.32"
"441","Studio","387.94","Under Construction","2070347.1","Christopherport","17","","","270.0",""
"442","Studio","344.16","Available","1601908.48","Lake Joe","27","3998.0","6888.0","251.0","55575.65"
"443","Studio","369.65","Sold","1673121.22","Lake Kristen","10","","","365.0",""
"444","Villa","171.01","Available","971104.7","East Janetview","30","","","",""
"445","Apartment","407.28","Available","91949.11","New Andreamouth","28","581.0","2368.0","104.0","57110.36"
"446","Studio","431.23","Under Construction","1780259.02","Palmerview","20","","","",""
"447","Villa","447.47","Reserved","1734485.02","West Beckymouth","10","3356.0","4912.0","343.0",""
"448","Studio","49.26","Under Construction","2076174.21","Johnmouth","16","","","202.0","25631.87"
"449","Commercial","220.11","Reserved","814625.19","West Matthew","15","5980.0","882.0","57.0","24410.11"
"450","Commercial","214.03","Reserved","977941.05","Reedburgh","15","","","131.0",""
"451","Villa","297.84","Reserved","2042220.44","Hancockborough","28","6804.0","509.0","364.0","26578.74"
"452","Commercial","123.69","Sold","1683893.41","Pollardmouth","6","","","",""
"453","Studio","313.18","Under Construction","2257771.54","New Nicholasfort","28","3606.0","2320.0","382.0",""
"454","Studio","41.62","Reserved","2139949.62","Parkertown","6","5844.0","7652.0","172.0",""
"455","Studio","251.22","Under Construction","1572190.12","Lindsayton","27","","","","10944.23"
"456","Commercial","214.54","Available","606890.9","Lake Thomasview","18","6907.0","2212.0","272.0","23321.1"
"457","Villa","244.2","Under Construction","2040517.08","Burchland","20","","","242.0",""
"458","Apartment","343.67","Under Construction","1497949.9","Port Amber","21","","","123.0","44995.78"
"459","Commercial","212.33","Available","2433139.44","Lake Abigail","24","","","223.0",""
"460","Apartment","267.48","Reserved","672217.68","West Valerie","27","6593.0","730.0","",""
"461","Apartment","130.49","Available","1547814.93","Cassiechester","21","","","356.0",""
"462","Apartment","251.97","Reserved","68859.62","Greenstad","19","","","116.0",""
"463","Apartment","379.48","Reserved","1775099.77","Port Bradleyshire","15","","","396.0",""
"464","Studio","309.66","Available","218512.61","Cindyton","12","3635.0","1395.0","70.0","31516.24"
"465","Studio","423.18","Reserved","2163343.64","Smithtown","23","","","64.0",""
"466","Commercial","153.5","Sold","434794.27","Port Carolynchester","27","","","",""
"467","Apartment","221.37","Under Construction","921784.43","Diazburgh","28","","","67.0",""
"468","Studio","318.12","Sold","2417765.28","Barbarastad","1","","","190.0",""
"469","Apartment","185.65","Sold","202449.22","East Carolburgh","29","","","344.0",""
"470","Studio","407.51","Available","142976.84","West Carol","28","","","244.0","76410.21"
"471","Apartment","310.8","Under Construction","2357138.56","Port Timothy","22","","","177.0","19174.14"
"472","Commercial","51.89","Sold","1246114.45","Lewismouth","12","","","25.0","38247.38"
"473","Studio","172.57","Available","2396258.36","Whiteshire","30","","","116.0","66516.36"
"474","Apartment","309.56","Available","449002.81","New Sherry","14","","","74.0",""
"475","Apartment","339.74","Sold","1831180.51","Colinborough","20","","","292.0",""
"476","Studio","211.4","Available","2315725.48","East Marcusstad","16","968.0","6472.0","382.0","16690.32"
"477","Studio","145.95","Under Construction","204899.63","Jeremyberg","22","","","342.0",""
"478","Commercial","365.11","Under Construction","1573310.5","New Samanthaton","10","","","",""
"479","Villa","165.7","Reserved","451343.48","New Davidstad","4","5711.0","3815.0","282.0",""
"480","Apartment","51.66","Reserved","458526.64","Lake Colleen","24","3712.0","6499.0","128.0","38449.63"
"481","Villa","137.58","Under Construction","684506.33","Michaelbury","30","3746.0","4699.0","168.0",""
"482","Studio","398.36","Under Construction","1312087.3","South Jonathan","24","","","207.0",""
"483","Villa","337.64","Available","137491.83","Lake Erica","12","5534.0","2604.0","",""
